des_plan|anio_apertura_expediente|abandona|convocatoria_acceso|des_acceso|sexo|municipio|anio_nacimiento_interval|nota_admision_def|expediente|cod_plan
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2012-13|1|JUN|Selectividad|H|ZARZA DE GRANADILLA|(1990.0, 1995.0]|5.431|263|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2012-13|1|SEP|Selectividad|H|BIENVENIDA|(1990.0, 1995.0]|6.206|264|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2012-13|1|SEP|Selectividad|H|CÁCERES|(1990.0, 1995.0]|6.182|268|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2012-13|1|SEP|Selectividad|H|CÁCERES|(1990.0, 1995.0]|5.701|269|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2012-13|0|SEP|Selectividad|H|CÁCERES|(1990.0, 1995.0]|5.736|271|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2012-13|1|SEP|Selectividad|H|CÁCERES|(1990.0, 1995.0]|5.422|272|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2012-13|1|SEP|Selectividad|H|CALERA Y CHOZAS|(1990.0, 1995.0]|5.257|273|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2012-13|0|JUN|Selectividad|H|CABEZA DEL BUEY|(1985.0, 1990.0]|7.98|274|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2012-13|1|SEP|Selectividad|D|CÁCERES|(1990.0, 1995.0]|5.464|275|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2012-13|1|JUN|Selectividad|H|PLASENCIA|(1985.0, 1990.0]|5.77|276|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2012-13|1|SEP|Selectividad|H|VILLANUEVA DE LA SERENA|(1985.0, 1990.0]|5.19|277|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|SEP|Selectividad|H|BARCELONA|(1990.0, 1995.0]|5.378|279|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|0|JUN|Selectividad|D|MADRID|(1990.0, 1995.0]|5.6|286|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|0|JUN|Selectividad|H|GUAREÑA|(1990.0, 1995.0]|7.514|288|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|8.296|292|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|SEP|Selectividad|H|BADAJOZ|(1985.0, 1990.0]|5.51|293|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|5.604|294|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|JUN|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|7.078|299|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|JUN|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|6.304|304|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|0|JUN|Selectividad|H|CILLEROS|(1990.0, 1995.0]|10.24|305|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|JUN|Selectividad|H|HORNACHOS|(1990.0, 1995.0]|8.326|307|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|JUN|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|7.642|310|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|0|JUN|Selectividad|H|HORNACHOS|(1990.0, 1995.0]|6.998|311|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|JUN|Formación Profesional|H|MADRID|(1980.0, 1985.0]|8.18|314|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|0|JUN|Selectividad|H|MONTIJO|(1990.0, 1995.0]|9.609|318|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|0|JUN|Selectividad|H|ROBLEDILLO DE LA VERA|(1990.0, 1995.0]|6.994|327|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|JUN|Selectividad|H|MÉRIDA|(1990.0, 1995.0]|7.161|332|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|0|JUN|Formación Profesional|H|MÉRIDA|(1985.0, 1990.0]|6.31|334|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|JUN|Formación Profesional|H|BADAJOZ|(1985.0, 1990.0]|6.54|340|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|SEP|Formación Profesional|H|MÉRIDA|(1990.0, 1995.0]|6.08|341|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|JUN|Selectividad|D|BADAJOZ|(1990.0, 1995.0]|5.986|349|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|0|SEP|Formación Profesional|H|CÁCERES|(1980.0, 1985.0]|5.6|350|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|SEP|Selectividad|H|CÁCERES|(1990.0, 1995.0]|6.092|358|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|SEP|Selectividad|H|PLASENCIA|(1990.0, 1995.0]|5.404|359|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|SEP|Selectividad|H|PLASENCIA|(1990.0, 1995.0]|6.508|363|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|SEP|Selectividad|H|BARCARROTA|(1990.0, 1995.0]|7.766|368|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|SEP|Selectividad|H|CÁCERES|(1990.0, 1995.0]|9.032|371|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|SEP|Selectividad|D|ALICANTE/ALACANT|(1990.0, 1995.0]|5.814|375|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|SEP|Selectividad|H|CAMPANARIO|(1990.0, 1995.0]|7.64|379|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|SEP|Selectividad|H|CÁCERES|(1990.0, 1995.0]|5.726|380|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|6.892|381|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|0|SEP|Selectividad|H|VILLANUEVA DE LA SERENA|(1990.0, 1995.0]|5.992|385|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|0|SEP|Selectividad|D|ALICANTE/ALACANT|(1990.0, 1995.0]|5.742|386|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|SEP|Selectividad|H|ALCÁNTARA|(1990.0, 1995.0]|5.8|387|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|SEP|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|5.918|388|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|SEP|Selectividad|D|ZALAMEA DE LA SERENA|(1990.0, 1995.0]|8.104|390|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|0|SEP|Selectividad|H|ORELLANA LA VIEJA|(1990.0, 1995.0]|5.846|391|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|SEP|Selectividad|H|CORIA|(1990.0, 1995.0]|5.386|394|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|SEP|Selectividad|H|CÁCERES|(1990.0, 1995.0]|5.992|396|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|SEP|Selectividad|H|PALMA DE MALLORCA|(1990.0, 1995.0]|7.552|400|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|SEP|Selectividad|D|CORIA|(1990.0, 1995.0]|6.45|401|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|1|SEP|Selectividad|H|MÉRIDA|(1990.0, 1995.0]|7.244|402|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2013-14|0|SEP|Formación Profesional|H|BADAJOZ|(1985.0, 1990.0]|6.31|410|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Formación Profesional|H|BADAJOZ|(1990.0, 1995.0]|6.33|414|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|0|JUN|Selectividad|H|CASAR DE CÁCERES|(1990.0, 1995.0]|7.0|424|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Selectividad|H|CÁCERES|(1985.0, 1990.0]|6.01|427|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|0|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|7.692|428|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|0|JUN|Selectividad|D|CÁCERES|(1995.0, 2000.0]|11.55|436|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|0|SEP|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|7.146|442|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Selectividad|H|PLASENCIA|(1990.0, 1995.0]|7.966|451|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Selectividad|H|OLIVENZA|(1995.0, 2000.0]|5.8|460|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Formación Profesional|H|ZUMAIA|(1985.0, 1990.0]|6.45|477|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Selectividad|H|CEUTA|(1990.0, 1995.0]|5.118|480|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Selectividad|H|HERRERA DEL DUQUE|(1995.0, 2000.0]|5.808|488|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Selectividad|H|FUENTE DE CANTOS|(1995.0, 2000.0]|8.06|490|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|6.186|495|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|0|JUN|Selectividad|H|MONTIJO|(1995.0, 2000.0]|6.756|498|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Selectividad|H|DON BENITO|(1995.0, 2000.0]|6.376|500|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|9.408|502|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Selectividad|H|ORELLANA LA VIEJA|(1990.0, 1995.0]|5.768|508|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|0|JUN|Selectividad|H|MORALEJA|(1995.0, 2000.0]|6.147|510|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Selectividad|H|FUENTE DE CANTOS|(1995.0, 2000.0]|7.094|513|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Selectividad|H|VILLANUEVA DE LA SERENA|(1995.0, 2000.0]|7.76|520|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Selectividad|H|NAVALMORAL DE LA MATA|(1990.0, 1995.0]|5.868|529|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Formación Profesional|H|ÁVILA|(1985.0, 1990.0]|7.54|534|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Formación Profesional|H|LLERENA|(1990.0, 1995.0]|8.92|535|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|0|JUN|Formación Profesional|H|JEREZ DE LOS CABALLEROS|(1990.0, 1995.0]|9.23|538|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Formación Profesional|D|CÁCERES|(1990.0, 1995.0]|6.15|543|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|SEP|Formación Profesional|H|MADRID|(1980.0, 1985.0]|6.62|549|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|SEP|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|5.85|550|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Selectividad|H|ALMENDRALEJO|(1990.0, 1995.0]|5.568|554|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Selectividad|H|NAVALMORAL DE LA MATA|(1990.0, 1995.0]|5.644|563|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Selectividad|H|MÉRIDA|(1990.0, 1995.0]|5.524|564|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Selectividad|H|HORNACHOS|(1995.0, 2000.0]|8.422|570|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|0|EXT|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|9.582|571|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|EXT|Selectividad|H|MONTIJO|(1995.0, 2000.0]|7.39|572|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|EXT|Selectividad|H|PUEBLONUEVO DEL GUADIANA|(1995.0, 2000.0]|6.844|579|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|EXT|Selectividad|H|CÁCERES|(1995.0, 2000.0]|5.928|581|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|EXT|Selectividad|H|CORIA|(1995.0, 2000.0]|7.34|583|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|5.736|585|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|0|EXT|Selectividad|H|MÉRIDA|(1995.0, 2000.0]|6.826|588|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|0|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|6.09|590|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|EXT|Selectividad|H|ALMENDRALEJO|(1995.0, 2000.0]|8.368|597|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|7.09|598|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Formación Profesional|H|CÁCERES|(1980.0, 1985.0]|8.57|599|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|EXT|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|7.882|600|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Formación Profesional|H|CÁCERES|(1980.0, 1985.0]|7.69|608|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|EXT|Selectividad|H|MÉRIDA|(1990.0, 1995.0]|6.65|609|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|0|EXT|Selectividad|D|MONTEHERMOSO|(1995.0, 2000.0]|7.664|610|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|0|EXT|Selectividad|H|PALENCIA|(1995.0, 2000.0]|7.186|612|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|EXT|Selectividad|H|MÓSTOLES|(1995.0, 2000.0]|6.764|613|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Formación Profesional|H|ACEUCHAL|(1990.0, 1995.0]|7.77|624|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|SEP|Selectividad|H|MANACOR|(1990.0, 1995.0]|6.18|627|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Selectividad|H|ESPARRAGOSA DE LA SERENA|(1985.0, 1990.0]|7.36|630|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|EXT|Selectividad|H|SANTA MARTA|(1990.0, 1995.0]|6.256|635|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|6.296|636|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|0|EXT|Selectividad|H|PUEBLA DE LA REINA|(1990.0, 1995.0]|6.524|638|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|EXT|Selectividad|H|MAJADAHONDA|(1995.0, 2000.0]|6.418|639|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|0|EXT|Selectividad|H|CÁCERES|(1995.0, 2000.0]|5.91|640|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|EXT|Selectividad|H|NAVALMORAL DE LA MATA|(1995.0, 2000.0]|6.2|647|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|0|JUN|Formación Profesional|H|SALVATIERRA DE LOS BARROS|(1990.0, 1995.0]|5.92|652|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|0|EXT|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|6.744|656|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|EXT|Selectividad|H|CÁCERES|(1995.0, 2000.0]|8.1|657|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|EXT|Selectividad|H|VILLAFRANCA DE LOS BARROS|(1995.0, 2000.0]|6.2|658|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|JUN|Selectividad|H|ALBURQUERQUE|(1990.0, 1995.0]|6.474|660|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|EXT|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|5.676|661|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|0|EXT|Selectividad|D|ZAFRA|(1995.0, 2000.0]|5.65|662|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|1|EXT|Selectividad|H|JARANDILLA DE LA VERA|(1990.0, 1995.0]|8.144|665|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|0|JUN|Formación Profesional|H|CÁCERES|(1990.0, 1995.0]|7.87|666|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|8.426|674|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|JUN|Selectividad|H|DON BENITO|(1995.0, 2000.0]|6.014|676|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|0|JUN|Selectividad|H|MÉRIDA|(1995.0, 2000.0]|6.85|677|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|0|JUN|Selectividad|H|PLASENCIA|(1995.0, 2000.0]|6.892|680|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|0|JUN|Selectividad|H|NAVALVILLAR DE PELA|(1995.0, 2000.0]|8.414|683|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|0|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|11.976|687|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|JUN|Selectividad|H|CASTUERA|(1995.0, 2000.0]|6.882|688|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|JUN|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|6.894|690|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|0|JUN|Selectividad|D|MAGUILLA|(1995.0, 2000.0]|9.35|693|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|JUN|Selectividad|H|PLASENCIA|(1995.0, 2000.0]|6.118|697|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|0|JUN|Selectividad|H|SANTA ÚRSULA|(1995.0, 2000.0]|6.54|698|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|JUN|Formación Profesional|D|BARAKALDO|(1985.0, 1990.0]|6.33|701|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|0|JUN|Formación Profesional|H|ACEHÚCHE|(1990.0, 1995.0]|6.38|707|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|10.892|715|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|JUN|Selectividad|H|MALPARTIDA DE CÁCERES|(1990.0, 1995.0]|6.018|718|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|8.9|721|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|0|JUN|Selectividad|H|PLASENCIA|(1995.0, 2000.0]|7.794|723|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|JUN|Selectividad|H|VILLANUEVA DE LA SERENA|(1995.0, 2000.0]|6.71|728|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|0|JUN|Selectividad|D|DON BENITO|(1995.0, 2000.0]|7.306|729|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|0|JUN|Selectividad|H|PUEBLA DE OBANDO|(1995.0, 2000.0]|10.646|730|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|9.644|731|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|JUN|Selectividad|H|VILLAFRANCA DE LOS BARROS|(1995.0, 2000.0]|5.486|733|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|JUN|Formación Profesional|H|VILLANUEVA DE LA SERENA|(1990.0, 1995.0]|5.85|739|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|0|JUN|Selectividad|H|MALPARTIDA DE CÁCERES|(1990.0, 1995.0]|7.246|740|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|JUN|Formación Profesional|H|MÉRIDA|(1990.0, 1995.0]|7.0|744|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|0|SEP|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|5.714|746|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|JUN|Formación Profesional|H|ALDEACENTENERA|(1990.0, 1995.0]|7.62|747|1627
